fetched_at,id,last_opened_at,updated_at,word_count,reading_progress,cutoff
2025-01-27T13:18:07.059Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T13:18:07.161Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T14:11:24.053Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T14:11:24.101Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T15:11:03.075Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T15:11:03.120Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T16:14:31.952Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T16:14:32.053Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T17:10:33.170Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T17:10:33.229Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T18:15:31.636Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T18:15:31.694Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T11:32:33.863000+00:00,2025-01-27T11:33:53.840664+00:00,177746,0.040174361465228466,500
2025-01-27T19:09:19.608Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T19:09:19.724Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T19:06:17.526000+00:00,2025-01-27T19:08:10.289557+00:00,177746,0.04084472012253805,500
2025-01-27T20:12:39.461Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T20:12:39.515Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T19:06:17.526000+00:00,2025-01-27T19:08:10.289557+00:00,177746,0.04084472012253805,500
2025-01-27T21:11:07.540Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T21:11:07.666Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T19:06:17.526000+00:00,2025-01-27T19:08:10.289557+00:00,177746,0.04084472012253805,500
2025-01-27T22:10:55.049Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T22:10:55.107Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-27T21:52:04.831571+00:00,177746,0.042855796094466804,500
2025-01-27T23:10:50.335Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-27T23:10:50.378Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-27T21:52:04.831571+00:00,177746,0.042855796094466804,500
2025-01-28T00:53:54.632Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T00:53:54.765Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-27T21:52:04.831571+00:00,177746,0.042855796094466804,500
2025-01-28T02:09:37.920Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T02:09:37.978Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-27T21:52:04.831571+00:00,177746,0.042855796094466804,500
2025-01-28T03:12:59.707Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T03:12:59.756Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-27T21:52:04.831571+00:00,177746,0.042855796094466804,500
2025-01-28T04:14:09.285Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T04:14:09.386Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:13:18.726090+00:00,177746,0.04620758938101473,500
2025-01-28T05:11:34.228Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T05:11:34.347Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T06:15:57.568Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T06:15:57.669Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T07:10:59.270Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T07:10:59.374Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T08:15:31.752Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T08:15:31.865Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T09:11:59.936Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T09:11:59.978Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T10:11:51.812Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T10:11:51.858Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T11:09:32.708Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T11:09:32.807Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-27T21:47:21.775000+00:00,2025-01-28T04:17:09.991325+00:00,177746,0.048211772074572126,500
2025-01-28T12:21:20.293Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T12:21:20.405Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T13:17:30.032Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T13:17:30.076Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T14:10:54.673Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T14:10:54.718Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T15:12:29.038Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T15:12:29.099Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T16:13:51.664Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T16:13:51.767Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T17:10:02.831Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T17:10:02.891Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T18:15:35.052Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T18:15:35.190Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T19:09:19.191Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T19:09:19.249Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T20:12:11.704Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T20:12:11.748Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T21:10:41.667Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T21:10:41.780Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T22:10:48.075Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T22:10:48.180Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-28T23:10:49.940Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-28T23:10:49.972Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T00:53:38.885Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T00:53:38.930Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T02:09:15.496Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T02:09:15.540Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T03:13:11.315Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T03:13:11.358Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T04:13:49.817Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T04:13:49.903Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T05:11:22.222Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T05:11:22.280Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T06:15:46.519Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T06:15:46.565Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T07:10:49.038Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T07:10:49.089Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-28T11:26:11.452000+00:00,2025-01-28T11:31:38.733235+00:00,177746,0.050893206703810465,500
2025-01-29T08:15:11.570Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T08:15:11.618Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T09:11:47.969Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T09:11:48.068Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T10:11:59.650Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T10:11:59.689Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T11:09:15.752Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T11:09:15.796Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T12:21:15.070Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T12:21:15.126Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T13:18:09.407Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T13:18:09.522Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
2025-01-29T14:10:43.767Z,01jfadtvr15x8ndaxv69zq48e8,2025-01-25T19:36:22.110000+00:00,2025-01-25T19:39:43.249127+00:00,79729,0.7580828084220793,500
2025-01-29T14:10:43.814Z,01jfadv2p9jc66xtcwg8ksb89k,2025-01-29T07:41:25.768000+00:00,2025-01-29T07:49:43.790018+00:00,177746,0.06026408285216612,500
