last_opened_at,updated_at,word_count,reading_progress
2025-01-21T19:14:30.568000+00:00,2025-01-21T19:15:17.186246+00:00,79729,0.593182692341011
2025-01-21T19:14:30.568000+00:00,2025-01-21T19:24:20.196084+00:00,79729,0.5948666938678938
2025-01-22T00:10:54.674000+00:00,2025-01-22T00:13:06.069942+00:00,79729,0.6004571488345016
2025-01-22T00:10:54.674000+00:00,2025-01-22T00:13:06.069942+00:00,79729,0.
2025-01-22T00:10:54.674000+00:00,2025-01-22T00:13:06.069942+00:00,79729,0.6004571488345016
2025-01-22T00:10:54.674000+00:00,2025-01-22T00:13:06.069942+00:00,79729,0.6004571488345016
